"id","studentId","stats","avatar","weekChlId","knowledgeLvl","weekChlScore","weekChlWinner"
1082,992,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,4,"0.00",0
1084,3932,"{""c"":[0,0.42,0.44,0,0.43],""m"":[[0,0,0,0],[16.8,163,2,165],[65.76,159,13,170],[0,0,0,0],[0,19,2,20]],""t"":[[0,0,0,0],[2.84,1,43,6],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20490}","663063003",691,3,"0.00",0
1085,3933,"{""c"":[0,0.14,0,0,0,0.28,0.86],""m"":[[0,0,0,0],[1.3,10,9,15],[0,0,0,0],[0,0,0,0],[0,0,0,0],[5.07,39,11,45,0.13],[0,0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""g"":[[3.42,19,37,32],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""d"":20500}","s63562063",746,3,"0.00",0
1086,3934,"{""c"":[0,0.14,0.72],""m"":[[0,0,0,0],[4.16,8,2,10],[22.16,93,2,95]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20474}","w63060003",691,3,"0.00",0
1087,3936,"{""c"":[0,0,0,0.14,0.57],""m"":[[6.18,56,4,60],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""t"":[[1.08,3.25,7,5],[0,0,0,0],[0,0,0,0],[2.95,3.25,7,5],[3.36,5.75,21,10]],""g"":[[7.44,186,40,208],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","954630026",493,4,"0.00",0
1088,3937,"{""c"":[0,0,0,0,0.43],""m"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""t"":[[0.3,3.75,149,19],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[1.24,31,17,39],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","w13470984",493,4,"0.00",0
1089,3938,"{""c"":[0.72,0.86,1,0.29,0.57],""m"":[[194.81,738,14,752],[108.74,436,5,441],[506.27,1901,38,1937],[82.6,295,7,300],[27.72,99,1,100]],""t"":[[0,0,0,0],[0,0,0,0],[7.35,8.25,16,12],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[1.3,5,0,5],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","g65060033",762,1,"0.00",0
1090,3939,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,4,"0.00",0
1092,3941,"{""c"":[0.43],""m"":[[4.24,53,9,60]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20464}","w63060003",NULL,2,"0.00",0
1093,3944,"{""c"":[1],""m"":[[7.53,57,3,60]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1094,3945,"{""c"":[1],""m"":[[3.64,56,6,61]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1095,3946,"{""c"":[0.86,0.28,0.71],""m"":[[2.8,371,16,384],[16.64,41,11,50],[10.57,25,7,30]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20475}","w63060003",576,3,"0.00",0
1096,3947,"{""c"":[1],""m"":[[3.51,27,3,30]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1097,3948,"{""c"":[1],""m"":[[11.57,124,1,125]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1098,3949,"{""c"":[1],""m"":[[4.39,99,9,106]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1099,3950,"{""c"":[1],""m"":[[3.9,102,1,103]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1100,3951,"{""c"":[1],""m"":[[7.58,88,2,90]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1101,3952,"{""c"":[1],""m"":[[3.77,29,1,30]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1102,3953,"{""c"":[1],""m"":[[3.51,27,4,30]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1103,3954,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,5,"0.00",0
1104,3955,"{""c"":[1],""m"":[[3.12,24,17,30]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1105,3956,"{""c"":[1],""m"":[[3.9,50,0,50]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1106,3957,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,5,"0.00",0
1107,3958,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,5,"0.00",0
1109,3960,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,5,"0.00",0
1110,3961,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,5,"0.00",0
1111,3962,"{""c"":[0.28,0.3,0.43,0,0,0.57],""m"":[[0,20,0,20],[5.68,71,17,83],[17.2,123,13,134],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,24,5,26],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20495}","643069b33",784,3,"0.00",0
1112,3964,"{""c"":[0,0.14,0.71],""m"":[[7.48,72,0,72],[6.8,20,0,20],[8.24,94,0,94]],""t"":[[0,0.5,61,7],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20474}","w63060003",576,3,"0.00",0
1113,1267,"{""c"":[0.29,0,0,0,0,0.86],""m"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[2.52,16,8,20]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,38,3]],""g"":[[0,23,23,31],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20495}","w63060003",810,4,"0.00",0
1114,1256,"{""c"":[0.29,0.42,0.14,0.86],""m"":[[0,0,0,0],[3.57,17,4,20],[0,0,0,0],[2.8,20,0,20]],""t"":[[1.8,2.75,11,5],[5.85,12.25,22,17],[0,0,0,0],[1.8,3.5,6,5]],""g"":[[0,0,0,0],[0,0,0,0],[1.56,39,15,48],[4.52,113,17,122]],""d"":20482}","o81062723",810,4,"0.00",0
1117,1311,"{""c"":[0.43,0,0.28,0.14,0.86],""m"":[[3.15,15,8,20],[0,0,0,0],[3.78,27,5,30],[2.43,9,1,10],[11.2,80,0,80]],""t"":[[0,0,0,0],[0,0,0,0],[0.6,0.75,21,3],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[1.36,34,24,46],[0,0,0,0],[0,0,0,0]],""d"":20494}","p33482783",810,4,"0.00",0
1119,1266,"{""c"":[0.57,0,0.14,0,0.86],""m"":[[0,0,0,0],[0,0,0,0],[1.4,20,0,20],[0,0,0,0],[9.05,28,2,30]],""t"":[[0.58,1.25,13,3],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0.72,18,3,21],[0,0,0,0],[0,0,0,0]],""d"":20494}","040076003",810,4,"0.00",0
1121,3968,"{""c"":[0,0.86],""m"":[[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20493}","w63060003",645,4,"0.00",0
1122,3969,"{""c"":[0,0.14,0,0,0,0.28,0.86],""m"":[[0,0,0,0],[1.69,13,3,15],[0,0,0,0],[0,0,0,0],[0,0,0,0],[4.68,36,13,45,0.13],[0,0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""g"":[[4.5,25,13,32],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,108,3,110,0],[0,0,0,0,0]],""d"":20500}","e68160026",746,3,"0.00",0
1123,3970,"{""c"":[0,0.14,0,0,0,0.14,0.86],""m"":[[0,0,0,0],[1.3,10,11,15],[0,0,0,0],[0,0,0,0],[0,0,0,0],[2.6,20,0,20,0.13],[0,0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""g"":[[3.06,17,36,32],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""d"":20500}","x57738a85",746,3,"0.00",0
1124,3971,"{""c"":[0,0,0,0,0,0.14,0.86],""m"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[2.6,20,0,20,0.13],[0,0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""g"":[[4.14,23,20,32],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""d"":20500}","l63060966",746,3,"0.00",0
1125,3972,"{""c"":[0,0.14,0,0,0,0.28,0.86],""m"":[[0,0,0,0],[1.69,13,3,15],[0,0,0,0],[0,0,0,0],[0,0,0,0],[5.33,41,6,45,0.13],[0,0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""g"":[[4.32,24,24,32],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,108,2,110,0],[0,0,0,0,0]],""d"":20500}","q03160022",746,3,"0.00",0
1126,3974,"{""c"":[0,0,0,0,0,0.14,0.86],""m"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[2.6,20,7,25,0.13],[6.24,48,2,50,0.13]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""g"":[[2.88,16,12,21],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,98,16,110,0],[0,0,0,0,0]],""d"":20501}","063063003",746,3,"0.00",0
1127,3975,"{""c"":[1],""m"":[[0.28,1,0,1]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20494}","w63060003",NULL,4,"0.00",0
1129,3977,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,3,"0.00",0
1130,3978,"{""c"":[0.29,0.15,0.86],""m"":[[8.32,16,6,20],[0,1,0,1],[11,20,0,20]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20480}","w63060003",NULL,3,"0.00",0
1131,3979,"{""c"":[0.57,0,0,0.86],""m"":[[1.6,20,0,20],[0,0,0,0],[0,0,0,0],[14.94,18,3,20]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20480}","w63060003",NULL,3,"0.00",0
1132,3980,"{""c"":[1],""m"":[[3.15,7,3,10]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20482}","w63060003",NULL,3,"0.00",0
1133,3981,"{""c"":[0,0.58,0.57,0.57,0.71,0.86],""m"":[[37.12,188,16,200],[19.71,77,15,90],[14.23,47,8,55],[30.55,93,10,102],[11.64,38,2,40],[25.04,76,5,79]],""t"":[[4.61,4.75,23,9],[1.01,2.25,15,5],[5.33,5.75,21,10],[6.79,8.5,6,10],[10.33,14.25,19,19],[13.8,16.75,17,21]],""g"":[[3.88,97,26,114],[5.44,136,25,154],[3.2,80,23,92],[3.48,87,6,91],[6.08,152,24,166],[1.92,48,21,63]],""d"":20496}","w63060003",815,4,"0.00",0
1134,3982,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,3,"0.00",0
1135,3983,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,4,"0.00",0
1137,3985,"{""c"":[1],""m"":[[4.92,12,14,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20473}","w63060003",NULL,4,"0.00",0
1138,3988,"{""c"":[0],""m"":[[0,0,0,0]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20460}","w63060003",NULL,4,"0.00",0
1140,3990,"{""c"":[0,0,0.71],""m"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20473}","w63060003",776,3,"0.00",0
1141,3991,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,4,"0.00",0
1142,3992,"{""c"":[0,0,0.72],""m"":[[0,0,0,0],[0,0,0,0],[16,45,0,45]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20474}","j62250023",691,3,"0.00",0
1143,3993,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,4,"0.00",0
1144,3994,"{""c"":[0.42,0.57,0.14,0.14,0.43],""m"":[[50.73,487,13,500],[87.58,1165,26,1189],[0,0,0,0],[2.47,19,1,20],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[2.62,3.25,7,5],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[1.3,5,0,5],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","w63060003",762,1,"0.00",0
1146,3996,"{""c"":[0.72,0.29,0.43,0,0.14,0.86],""m"":[[6.3,130,12,140],[8.26,45,23,60],[3.92,34,8,40],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""t"":[[0.72,2,23,5],[2.64,4,34,10],[4.72,5,60,13],[0,0,0,0],[3.85,4.5,2,5],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20493}","v78081313",714,4,"0.00",0
1147,3997,"{""c"":[0.43,0.29,0.14,0.14,0,0.14,1],""m"":[[5.1,51,16,60],[14.74,233,21,250],[5,50,14,60],[1.25,35,6,40],[0,0,0,0,0],[1.8,18,2,20,0.1],[18.87,261,13,270,0.07]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0],[0,0,0,0,0],[0,0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0],[0,0,0,0,0],[0,0,0,0,0]],""d"":20501}","o63062003",766,2,"6.00",0
1148,3998,"{""c"":[0,0.15,0.28,0,0,0.86],""m"":[[10.18,58,2,60],[18.55,335,1,336],[19.89,269,5,274],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[4.43,7.75,9,10]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0.72,18,4,21]],""d"":20495}","p48063073",785,4,"0.00",0
1149,4000,"{""c"":[0.43,0,0,0,0,0.86],""m"":[[47.59,246,11,256],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[4.2,20,0,20]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20494}","w63060003",NULL,1,"0.00",0
1150,4001,"{""c"":[0.86,0.86,0.43,0.28,0,0.57,0.86],""m"":[[33.66,342,29,365],[23.8,238,14,250],[11.1,111,11,120],[1.17,117,3,120],[0,0,0,0],[22.24,293,47,335,0.07],[8.22,102,9,110,0.08]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""d"":20501}","w63060003",766,2,"0.00",1
1151,4002,"{""c"":[0,0,0.15,0.57],""m"":[[0,0,0,0],[0,0,0,0],[38.76,89,17,100],[6.8,20,0,20]],""t"":[[0,0,0,0],[0,0,0,0],[3.69,1.75,24,6],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20482}","w63060003",691,3,"0.00",0
1152,4003,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,1,"0.00",0
1154,4006,"{""c"":[0.86,0,0.14,0.57],""m"":[[0,70,3,73],[0,0,0,0],[8.48,16,4,20],[31.27,59,1,60]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","v16570403",779,0,"0.00",0
1155,4007,"{""c"":[1],""m"":[[1.36,17,3,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,2,"0.00",0
1156,4009,"{""c"":[1],""m"":[[2.73,39,1,40]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,1,"0.00",0
1159,4013,"{""c"":[0.86,0.58,0.71,0.72,0.58,0.57],""m"":[[221.5,858,14,872],[165.8,436,8,444],[84.85,474,13,485],[68.43,250,10,260],[48.32,356,15,371],[18.5,264,7,271]],""t"":[[0,0,0,0],[5.4,4.75,29,7],[2.6,2.75,16,4],[8.03,7,14,10],[7.08,10,8,12],[0,0,0,0]],""g"":[[2.64,66,7,70],[3.42,19,11,24],[3.6,90,4,93],[3.56,89,5,93],[5.64,141,18,152],[8.2,205,27,218,0.04]],""d"":20499}","611160013",639,4,"5.00",1
1161,4015,"{""c"":[0,0,0.14,0,0.57],""m"":[[2.66,19,1,20],[0,0,0,0],[3.61,19,1,20],[0,0,0,0],[0,0,0,0]],""t"":[[1.08,2.5,11,5],[0,0,0,0],[0,0,0,0],[0,0,0,0],[1.5,2.25,51,10]],""g"":[[4.96,124,33,140],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","l66077c20",493,4,"0.00",0
1162,4016,"{""c"":[0.71,0.72,0.71,0.72,0.72,0.57],""m"":[[9.03,129,6,135],[62.05,899,34,926],[77.85,1209,22,1229],[21.69,192,8,200],[19.22,333,17,346],[16.97,162,10,171]],""t"":[[0,0,0,0],[2.4,3.25,7,5],[1.1,1.25,3,2],[7.73,8.5,28,15],[0.48,0.75,2,1],[0,0,0,0]],""g"":[[0,0,0,0],[0.64,16,15,24],[3.04,76,33,93],[3.04,76,10,82],[4.48,112,45,143],[1.96,49,40,76]],""d"":20499}","o43066093",639,4,"0.00",0
1163,4017,"{""c"":[0.29,0.14],""m"":[[1.52,19,1,20],[12.88,161,9,170]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20471}","w63060003",NULL,2,"0.00",0
1164,2913,"{""c"":[1],""m"":[[0.2,20,0,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,1,"0.00",0
1166,4019,"{""c"":[0.57,0.14,0,0.86,0.86,0.15,1],""m"":[[7.2,138,2,140],[8.51,83,4,87],[0,0,0,0],[28.29,703,25,725],[161.87,1295,47,1340],[19.12,135,6,140],[28.64,346,14,360,0.09]],""t"":[[4.58,3.75,7,5],[0,0,0,0],[0,0,0,0],[19.66,17,12,20],[15.06,12.75,10,15],[0,0,0,0],[5.24,4,2,5,1.31]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""d"":20501}","w63060003",NULL,1,"0.00",0
1168,4020,"{""c"":[0,0.86,0.29,0,0.14,0.72],""m"":[[2.12,92,12,100],[54.73,225,39,247],[17.49,82,4,85],[0,0,0,0],[0,0,0,0],[7.28,26,5,30]],""t"":[[0,0,0,0],[5.84,11.25,50,21],[6.83,6.5,6,8],[0,0,0,0],[1.93,2.5,11,5],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20495}","g17270503",714,4,"0.00",0
1170,4022,"{""c"":[1],""m"":[[3.42,19,1,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,1,"0.00",0
1171,4023,"{""c"":[0.71,0.57,0.86,0.42,0.14,0,1],""m"":[[74.97,882,10,892],[30.08,335,5,340],[41.07,516,4,520],[9.93,129,1,130],[3.23,38,2,40],[0,0,0,0,0],[11.03,203,8,210,0.05]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0],[0,0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0],[0,0,0,0,0]],""d"":20502}","e63060003",766,2,"0.00",0
1172,4024,"{""c"":[0.43,0.14],""m"":[[40.64,140,5,145],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20470}","w63060003",576,3,"0.00",0
1173,4025,"{""c"":[1],""m"":[[19.74,42,10,50]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,5,"0.00",0
1174,4026,"{""c"":[0.57,0.58,0.71,0.58,0.72,0.57],""m"":[[19.66,119,2,120],[50.51,174,12,185],[55.6,213,15,225],[13.82,48,2,50],[21.45,476,9,483],[24.27,254,3,257]],""t"":[[11.52,17.75,9,20],[42.9,39,63,50],[5.73,4.5,15,7],[12.99,11.75,37,20],[6.87,6.25,15,9],[0,0,0,0]],""g"":[[0,0,0,0],[0.72,18,8,24],[3.6,90,6,93],[3.24,81,1,82],[6,150,0,150],[9.68,242,3,245]],""d"":20499}","p43063003",639,4,"0.00",0
1175,4027,"{""c"":[0.43,0.86],""m"":[[3.92,49,17,60],[1.4,14,8,20]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20466}","w63060003",NULL,2,"0.00",0
1176,4028,"{""c"":[0,0.29,0.29,0,0,0.86],""m"":[[0,0,0,0],[10.64,57,3,60],[5.32,39,1,40],[0,0,0,0],[0,0,0,0],[0,20,0,20]],""t"":[[4.93,8.5,6,10],[7.34,7.5,10,10],[10.1,10.5,10,13],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20494}","p21086653",714,4,"0.00",0
1177,4029,"{""c"":[0,0.29,0,0,0.71],""m"":[[0,0,0,0],[3.8,52,0,52],[0,0,0,0],[0,0,0,0],[0,20,0,20]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[5.05,6.75,38,15]],""g"":[[4.96,124,27,140],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","128011043",493,4,"0.00",0
1178,4030,"{""c"":[0.57,0.71,0,0.43,0.29,0.57],""m"":[[0.6,30,0,30],[11.04,106,29,120],[0,0,0,0],[8.68,82,4,85],[8.45,65,17,72],[0,0,0,0]],""t"":[[2.64,3.75,5,5],[2.76,3,4,4],[0,0,0,0],[0,0,0,0],[0.66,2.25,12,5],[0,0,0,0]],""g"":[[2.08,8,6,12],[0.78,3,6,5],[0,0,0,0],[9.88,38,11,46],[2.86,11,44,30],[4.68,18,3,20]],""d"":20496}","w63060003",764,1,"0.00",0
1179,4031,"{""c"":[0,0.14,0,0.28,0.57],""m"":[[3.61,19,1,20],[0,0,0,0],[0,0,0,0],[1.26,9,1,10],[0,0,0,0]],""t"":[[0.9,3.5,32,10],[0.72,1,30,5],[0,0,0,0],[0.72,2.75,9,5],[1.5,1.5,18,5]],""g"":[[5.96,149,65,179],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","j41081923",493,4,"0.00",1
1180,4032,"{""c"":[0.57,0.15,0.57,0.58,0.86,0.29],""m"":[[23.76,88,3,90],[3.15,15,0,15],[41.15,165,14,176],[13.31,52,12,61],[15.11,190,10,198],[5.1,66,2,68]],""t"":[[0,0,0,0],[0,0,0,0],[2.38,3.25,15,7],[0.6,1.25,76,10],[0.96,1.5,2,2],[0,0,0,0]],""g"":[[0,0,0,0],[0.72,18,13,24],[2.28,57,4,61],[4.68,117,16,125],[4.96,124,15,133],[2.28,57,14,65]],""d"":20499}","x63060984",639,4,"0.00",0
1181,4033,"{""c"":[0,0.43,0.29,0,0.14,0.86],""m"":[[8.12,59,1,60],[5.32,38,2,40],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""t"":[[4.93,8.5,6,10],[10.83,9.5,2,10],[5.97,5.5,25,8],[0,0,0,0],[2.17,3.25,7,5],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20493}","063062003",714,4,"0.00",0
1182,4034,"{""c"":[0.86],""m"":[[14.64,162,3,165]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20461}","w63060003",NULL,2,"0.00",0
1183,1817,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,4,"0.00",0
1185,4035,"{""c"":[0.57,0.14],""m"":[[0,68,2,70],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20470}","668882033",576,3,"0.00",0
1186,4036,"{""c"":[1],""m"":[[7.61,115,7,120]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,1,"0.00",0
1187,4037,"{""c"":[1],""m"":[[0,55,5,60]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20459}","w63060003",NULL,4,"0.00",0
