"id","studentId","stats","avatar","weekChlId","knowledgeLvl","weekChlScore","weekChlWinner"
3355,3194,"{""c"":[0,0.14,0.43,0,0.71],""m"":[[0,0,0,0],[1.5,15,0,15],[19.5,60,0,60],[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[0,2.75,5,4],[0,4,8,6],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,32,15,38],[8.64,48,7,54],[0,0,0,0],[0,0,0,0]],""d"":20494}","w63060003",738,3,"0.00",0
3356,3195,"{""c"":[0,0.14,0.28,0,0.71],""m"":[[0,0,0,0],[1.4,34,1,35],[3.38,65,5,70],[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[0,3.75,1,4],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20494}","w63060003",738,3,"0.00",0
3357,3197,"{""c"":[0,0.14,0.28,0,0.57],""m"":[[0,0,0,0],[4.2,60,5,65],[0,0,0,0],[0,0,0,0],[1.7,5,0,5]],""t"":[[0,0,0,0],[0,2,8,4],[0,4.25,8,6],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,29,16,38],[8.28,46,9,55],[0,0,0,0],[0,0,0,0]],""d"":20496}","641860023",738,3,"0.00",0
3358,3198,"{""c"":[0,0.14,0.28,0,0.71],""m"":[[0,0,0,0],[1.5,15,0,15],[15.73,52,10,60],[0,0,0,0],[6.46,19,1,20]],""t"":[[0,0,0,0],[0,0.75,17,4],[2.17,10.75,37,16],[0,0,0,0],[1.08,2,14,5]],""g"":[[0,0,0,0],[0,36,2,38],[9,50,5,54],[0,0,0,0],[0,0,0,0]],""d"":20496}","w63060003",738,3,"0.00",0
3359,3199,"{""c"":[0,0,0.14,0,0.71],""m"":[[0,0,0,0],[0,0,0,0],[12.48,24,10,30],[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20494}","w63060003",738,3,"0.00",0
3360,3200,"{""c"":[0,0.14,0.28,0,0.57],""m"":[[0,0,0,0],[45.4,454,18,470],[30.92,200,15,210],[0,0,0,0],[10.2,30,0,30]],""t"":[[0,0,0,0],[0,2.75,5,4],[0,5,4,6],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[8.28,46,10,54],[0,0,0,0],[0,0,0,0]],""d"":20496}","028062023",738,3,"0.00",0
3361,3201,"{""c"":[0,0.14,0.28,0,0.72],""m"":[[0,0,0,0],[1.5,15,0,15],[17.03,72,11,80],[0,0,0,0],[6.18,24,21,30]],""t"":[[0,0,0,0],[0,3.5,2,4],[0,5,4,6],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,31,11,38],[8.82,49,5,54],[0,0,0,0],[0,0,0,0]],""d"":20496}","w63060003",738,3,"0.00",0
3364,5869,"{""c"":[0.86,0.57,0,0],""m"":[[6.23,89,14,100],[8.78,94,6,100],[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20492}","063066a03",625,1,"0.00",0
3365,5870,"{""c"":[0,0,0.15,0.14,1],""m"":[[0,0,0,0],[0,0,0,0],[13.3,148,8,154],[2.66,38,2,40],[3.77,36,4,40]],""t"":[[0,0,0,0],[0,0,0,0],[0.79,0.75,7,2],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[7.37,67,4,69],[4.07,37,9,46]],""d"":20493}","w63060003",669,2,"0.00",0
3366,5872,"{""c"":[0.71,1],""m"":[[18.68,265,18,280],[11.92,224,18,240]],""t"":[[0,0,0,0],[36.67,31.5,45,37]],""g"":[[0,0,0,0],[5.2,20,4,22]],""d"":20475}","w63060003",NULL,1,"0.00",0
3367,5873,"{""c"":[1],""m"":[[0,20,0,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20469}","w63060003",NULL,4,"0.00",0
3369,5875,"{""c"":[0.71,0.43],""m"":[[0,105,0,105],[0,20,0,20]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20476}","w63060003",NULL,3,"0.00",0
3371,5876,"{""c"":[0.71,0.43,0.28,0.29,1],""m"":[[31.71,549,22,565],[26.82,293,9,300],[59.38,566,38,591],[28.19,137,18,151,0.35],[10.74,59,1,60,0.19]],""t"":[[0,0,0,0],[1.8,1.75,21,4],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""g"":[[2.28,57,16,68],[14.36,359,42,389],[4,100,14,110],[1.72,43,6,48],[2.96,74,19,87,0.04]],""d"":20501}","w63060003",NULL,4,"0.00",0
3374,1970,"{""c"":[1],""m"":[[0.2,20,0,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20469}","w63060003",NULL,2,"0.00",0
3380,5880,"{""c"":[0,0.14,0.71],""m"":[[0,20,0,20],[0,20,0,20],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,98,2,100],[0,0,0,0],[0,0,0,0]],""d"":20487}","q63161003",821,4,"0.00",0
3386,5885,"{""c"":[1],""m"":[[2.52,18,4,20]],""t"":[[0.6,0.75,1,1]],""g"":[[0,0,0,0]],""d"":20469}","w63060003",NULL,4,"0.00",0
3388,2900,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,-1,"0.00",0
3389,5887,"{""c"":[0.86,0.43,0,0.29],""m"":[[56.71,107,3,110],[171.16,251,22,266],[0,0,0,0],[53.67,91,7,98]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20491}","w63060003",611,0,"0.00",1
3392,5889,"{""c"":[0,0,0.29,0.28,0.57],""m"":[[0,0,0,0],[0,0,0,0],[4.27,37,3,40],[7.51,86,6,90],[3.46,33,9,40]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,7,1],[2.02,2,0,2],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[8.58,78,15,89],[16.83,153,24,171],[6.38,58,8,63]],""d"":20496}","o08770703",669,2,"0.00",0
3395,5893,"{""c"":[0.86,0.71],""m"":[[0,59,1,60],[0,10,0,10]],""t"":[[1.8,3.75,5,5],[2.16,9.75,1,10]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20474}","w63060003",NULL,4,"0.00",0
3398,5895,"{""c"":[1,0.14,0,0,0.43],""m"":[[0,20,0,20],[1.6,20,0,20],[0,0,0,0],[0,0,0,0],[5.12,59,1,60,0.1]],""t"":[[11.93,6.75,10,9],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20498}","w63060003",NULL,3,"0.00",0
3399,5897,"{""c"":[0.86,0,0,1],""m"":[[5.8,58,2,60],[0,0,0,0],[0,0,0,0],[2,20,0,20]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20486}","w63060003",NULL,3,"0.00",0
3401,5898,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,4,"0.00",0
3404,5899,"{""c"":[0.86,0.15,0.14,1],""m"":[[57.29,217,6,220],[66.23,118,3,120],[0,0,0,0],[351.62,653,21,674,0.55]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,43,10,52],[13.14,73,28,88]],""d"":20497}","345780005",674,3,"0.00",0
3406,5900,"{""c"":[1],""m"":[[0.2,20,0,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20470}","w63060003",NULL,1,"0.00",0
3408,5902,"{""c"":[1],""m"":[[1.6,16,7,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20470}","w63060003",NULL,2,"0.00",0
3410,5903,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,4,"0.00",0
3413,5905,"{""c"":[0.86,0.86],""m"":[[6.84,38,2,40],[3.6,20,0,20]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20473}","w63060003",NULL,3,"0.00",0
3414,5906,"{""c"":[1],""m"":[[8.8,88,3,91]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20471}","w63060003",NULL,3,"0.00",0
3415,5907,"{""c"":[1,1],""m"":[[5.9,87,22,100],[26.98,295,32,320]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20476}","w63060003",NULL,2,"0.00",0
3419,5908,"{""c"":[1],""m"":[[4.64,38,2,40]],""t"":[[0,0,0,0]],""g"":[[3.9,15,12,22]],""d"":20471}","w63060003",NULL,1,"0.00",0
3420,5909,"{""c"":[1],""m"":[[28.02,93,14,104]],""t"":[[0,0,30,3]],""g"":[[0,0,0,0]],""d"":20481}","w63060003",NULL,5,"0.00",0
3421,5910,"{""c"":[0.57,0.29,1],""m"":[[5.91,237,3,240],[1.76,176,4,180],[0.79,79,1,80]],""t"":[[34.05,30,48,40],[0,0,0,0],[0,0,0,0]],""g"":[[5.72,22,6,27],[0,0,0,0],[0,0,0,0]],""d"":20486}","w63060003",NULL,1,"0.00",0
3423,5911,"{""c"":[0.86,0.57],""m"":[[3.2,80,0,80],[36.35,424,22,445]],""t"":[[0,0,0,0],[3.28,3.75,5,5]],""g"":[[11.18,43,5,48],[20.28,78,57,105]],""d"":20478}","w63060003",NULL,1,"0.00",0
3424,5912,"{""c"":[1,0.43,0.57],""m"":[[9.12,114,12,120],[8.92,107,27,120],[3.5,39,1,40]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20482}","w63060003",NULL,2,"0.00",0
3426,5914,"{""c"":[1,1],""m"":[[37.98,163,22,180],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[7.28,28,6,34],[7.02,27,22,38]],""d"":20472}","w63060003",NULL,1,"0.00",0
3428,5915,"{""c"":[0.86,0.57],""m"":[[6.8,20,0,20],[26.54,95,5,100]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20475}","841014003",776,3,"0.00",0
3430,5916,"{""c"":[1],""m"":[[8.98,93,1,94]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20470}","w63060003",NULL,5,"0.00",0
3432,2357,"{""c"":[1,0.14,0,0,0.29],""m"":[[1.9,190,5,195],[0.3,30,0,30],[0,0,0,0,0],[0,0,0,0,0],[0.59,59,2,61,0.01]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0,0],[0,0,0,0,0],[0,0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0,0],[0,0,0,0,0],[0,0,0,0,0]],""d"":20498}","w63060003",NULL,1,"0.00",0
3434,5917,"{""c"":[1,0.29,0.28,0.57,1],""m"":[[7.2,40,0,40],[16.67,176,4,180],[7.7,55,0,55],[9.57,29,8,34],[7.9,55,0,55]],""t"":[[0,0,0,0],[0,0,0,0],[6.83,8.25,7,10],[0,0,0,0],[2.98,3,8,5]],""g"":[[0,0,0,0],[5.95,35,19,45],[0,0,0,0],[34.6,290,30,307],[31.42,260,37,288]],""d"":20496}","911863043",674,2,"3.00",0
3437,5918,"{""c"":[1],""m"":[[7.52,94,6,100]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20486}","w63060003",NULL,3,"0.00",0
3438,5919,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,3,"0.00",0
3440,5921,"{""c"":[1],""m"":[[2.9,96,3,98]],""t"":[[14.43,13.25,39,20]],""g"":[[0.78,3,0,3]],""d"":20471}","w63060003",NULL,1,"0.00",0
3441,5922,"{""c"":[1],""m"":[[0.17,17,4,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20470}","w63060003",NULL,2,"0.00",0
3445,5925,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,3,"0.00",0
3446,5926,"{""c"":[1,1],""m"":[[13.64,147,4,150],[74.86,903,25,928]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[3.08,28,4,31]],""d"":20475}","w63060003",NULL,2,"0.00",0
3447,5927,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,3,"0.00",0
3448,5928,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,1,"0.00",0
3449,5929,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,4,"0.00",0
3451,5930,"{""c"":[1,0.43,0,1],""m"":[[8,80,0,80],[12.3,123,8,130],[0,0,0,0],[9.4,94,6,100]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20487}","w63060003",NULL,2,"0.00",0
3453,5931,"{""c"":[0],""m"":[[8.5,65,9,70]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20487}","w63060003",568,4,"0.00",0
3456,5935,"{""c"":[1,0,0,0,0.71],""m"":[[1.92,59,1,60],[0,0,0,0],[0,0,0,0],[0,0,0,0],[1.6,20,0,20]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20495}","w63060003",NULL,2,"0.00",0
3457,5936,"{""c"":[0,1],""m"":[[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[5.83,53,6,59]],""d"":20486}","w63060003",823,2,"0.00",0
3458,5937,"{""c"":[1],""m"":[[1.26,18,2,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20471}","w63060003",NULL,4,"0.00",0
3460,5939,"{""c"":[1,0.14,0,0.71],""m"":[[2.34,18,2,20],[2.38,34,7,40],[0,0,0,0],[4.11,35,3,37]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","w63060003",NULL,1,"0.00",0
3462,5940,"{""c"":[0],""m"":[[0,39,1,40]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20487}","w63060003",568,4,"0.00",0
3463,5941,"{""c"":[1,0.57,0,0.57,0.72],""m"":[[0,45,4,49],[144.33,871,8,879],[0,0,0,0],[22.14,109,2,111],[6.5,25,0,25]],""t"":[[0,0,0,0],[3.93,3.5,8,5],[0,0,0,0],[54.45,40,22,44],[5.9,4.75,1,5]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20496}","o23132002",816,1,"0.00",0
3464,5942,"{""c"":[1],""m"":[[2.19,39,1,40]],""t"":[[0,0,0,0]],""g"":[[6.24,24,2,26]],""d"":20471}","w63060003",NULL,1,"0.00",0
3465,5944,"{""c"":[1,0.14,0.15,0.01,0.86],""m"":[[0,20,0,20],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""t"":[[1.2,1,0,1],[0,0,0,0],[0.96,1,0,1],[0,0,0,0],[0.58,1.5,2,2]],""g"":[[0,0,0,0],[2.28,57,14,68],[0,0,0,0],[0,0,0,0],[0.56,14,5,17]],""d"":20495}","l78484046",809,4,"0.00",0
3466,5945,"{""c"":[1,0,0,0,0.86],""m"":[[5.16,63,20,70],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,58,2,60]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20494}","w63060003",NULL,3,"0.00",0
3472,5947,"{""c"":[0],""m"":[[2.72,17,7,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20487}","o28081023",568,4,"0.00",0
3474,5949,"{""c"":[1,0,0.43,0.28,0.71],""m"":[[1.5,15,6,20],[0,0,0,0],[157.7,1986,4,1990],[2.73,39,2,40],[3.78,36,4,40]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[9.46,86,1,87],[7.48,68,2,70],[5.06,46,3,49,0.11]],""d"":20497}","o41062993",669,2,"0.00",0
3475,5950,"{""c"":[1,0.71],""m"":[[12.58,37,3,40],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20473}","645040003",776,3,"0.00",0
3477,5951,"{""c"":[1],""m"":[[4.9,49,8,55]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20471}","w63060003",NULL,2,"0.00",0
3478,5954,"{""c"":[0.43,0,0.28],""m"":[[1.71,57,3,60],[0,0,0,0],[43.6,517,15,530]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20492}","o63061093",625,1,"0.00",0
3479,5956,"{""c"":[0.29,0.14],""m"":[[2,169,4,173],[3.7,37,6,40]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20485}","w63060003",NULL,3,"0.00",0
3480,5958,"{""c"":[0,0.72,0.01,0.44,0.71],""m"":[[0,0,0,0],[7.79,54,1,55],[0,0,0,0],[18.08,59,1,60],[0,0,0,0]],""t"":[[0,0,0,0],[5.1,7.75,17,12],[0,0,0,0],[3,3.25,7,5],[0,0,0,0]],""g"":[[0,0,0,0],[0.76,19,1,20],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20494}","0630830a3",774,4,"0.00",0
3483,5960,"{""c"":[1,0.15,0.14,0.29,0.29,1],""m"":[[0.3,30,0,30],[0.06,6,0,6],[0.06,6,0,6],[0.12,12,0,12],[0.06,6,0,6],[0.02,2,0,2,0.01]],""t"":[[0,0,0,0],[0,0,4,1],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""g"":[[1.82,7,0,7],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""d"":20500}","w63060003",NULL,1,"0.00",0
3484,5961,"{""c"":[1,0.71],""m"":[[7.1,75,6,80],[8.76,95,5,100]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20475}","w63060003",NULL,2,"0.00",0
3485,5962,"{""c"":[1,0.28,0,0.14,0.71],""m"":[[7.62,122,9,131],[12.01,151,5,156],[0,0,0,0],[9.82,111,4,115],[0,0,0,0]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[4.18,38,20,52],[0,0,0,0]],""d"":20494}","v17232023",674,2,"0.00",0
3489,5964,"{""c"":[1,0,0,0.14],""m"":[[5.49,29,1,30],[0,0,0,0],[0,0,0,0],[7.76,48,2,50]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20492}","w63060003",NULL,3,"0.00",0
3492,5965,"{""c"":[1,0.86,0.43,0.58,1,1],""m"":[[0,58,2,60],[52.31,223,27,245],[11.48,48,3,50],[54.51,200,11,210],[82,307,11,315,0.21],[24.61,81,7,85,0.31]],""t"":[[0,0,0,0],[0.96,2.25,65,12],[0,0,19,2],[4.5,4.25,3,5],[1.89,2,55,13],[1.05,0.5,5,2,2.11]],""g"":[[0,0,0,0],[1.56,39,1,40],[3.92,98,18,108],[0,0,0,0],[0,0,0,0],[0,0,0,0,0]],""d"":20502}","483010396",774,4,"0.00",0
3494,5966,"{""c"":[1,1],""m"":[[11.1,115,6,120],[6.64,118,2,120]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20472}","w63060003",NULL,2,"0.00",0
3495,5967,"{""c"":[0,0.43,0.43,0.15],""m"":[[0,0,0,0],[193.24,2700,69,2766],[48.4,856,5,861],[0,0,0,0]],""t"":[[0,0,0,0],[10.26,17.25,53,27],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[3.8,95,27,110],[1.28,32,6,35]],""d"":20492}","p45782053",761,4,"0.00",0
3496,5968,"{""c"":[1,0.86],""m"":[[7.68,96,5,100],[7.84,98,2,100]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20473}","w63060003",NULL,3,"0.00",0
3498,5970,"{""c"":[1],""m"":[[1.6,20,0,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20471}","w63060003",NULL,3,"0.00",0
3499,5971,"{""c"":[0,0.43,0,0.29],""m"":[[0,0,0,0],[3.42,173,5,178],[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[2.11,1.5,2,2],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[7,175,88,211],[0,0,0,0],[1.32,33,4,35]],""d"":20492}","p15062753",761,4,"0.00",0
3502,5972,"{""c"":[1,0.57,0.86],""m"":[[4.32,39,20,50],[13.91,135,20,150],[2.1,30,0,30]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20480}","w63060003",NULL,2,"0.00",0
3505,5974,"{""c"":[1],""m"":[[0,0,0,0]],""t"":[[0,0,0,0]],""g"":[[0,37,6,43]],""d"":20471}","w63060003",NULL,4,"0.00",0
3508,5975,"{""c"":[0],""m"":[[3.04,19,1,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20490}","p85060093",568,4,"0.00",0
3509,5976,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,2,"0.00",0
3510,5977,"{""c"":[1],""m"":[[3.2,40,0,40]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20471}","w63060003",NULL,2,"0.00",0
3511,5978,"{""c"":[1,0,0.14],""m"":[[0.8,80,0,80],[0,0,0,0],[0.2,20,0,20]],""t"":[[12.45,9.75,1,10],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20485}","w63060003",NULL,1,"0.00",0
3512,5979,"{""c"":[1],""m"":[[0,0,0,0]],""t"":[[0,12.25,11,15]],""g"":[[0,0,0,0]],""d"":20482}","w63060003",NULL,4,"0.00",0
3513,5980,"{""c"":[1,0.14,0,0.43],""m"":[[3.64,28,2,30],[1.82,13,3,15],[0,0,0,0],[0,0,0,0]],""t"":[[0,0,0,0],[5.25,7.5,10,10],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20489}","w63060333",762,1,"0.00",0
3515,5981,"{""c"":[1,0.14,0.57],""m"":[[0,39,1,40],[27.88,238,9,246],[1.52,19,1,20]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20482}","w63060003",NULL,3,"0.00",0
3517,5982,"{""c"": [], ""m"": [], ""t"": [], ""g"": [], ""d"": null}","w63060003",NULL,2,"0.00",0
3518,5983,"{""c"":[0.71,0.57,0.57,0.86],""m"":[[16.65,248,77,295],[6.09,77,28,97],[7.96,93,24,106],[9.87,141,19,152,0.07]],""t"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0,0,0,0]],""d"":20497}","w63060003",NULL,2,"0.00",0
3519,5984,"{""c"":[1,0.86],""m"":[[0,40,0,40],[0,20,0,20]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20473}","w63060003",NULL,4,"0.00",0
3520,5985,"{""c"":[1],""m"":[[6.46,19,1,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20476}","w63060003",NULL,3,"0.00",0
3524,5986,"{""c"":[1],""m"":[[1.28,28,11,32]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20471}","w63060003",NULL,3,"0.00",0
3527,5987,"{""c"":[1,0.01,0.14,0.29],""m"":[[0,80,0,80],[0,0,0,0],[0.72,12,3,15],[0,58,2,60]],""t"":[[0,0,0,0],[0,0,0,0],[1.01,1,4,2],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[1.12,28,8,35]],""d"":20492}","w63060003",761,4,"0.00",0
3529,5988,"{""c"":[1,1],""m"":[[3.04,38,9,44],[5.2,65,1,66]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20473}","w63060003",NULL,2,"0.00",0
3530,5989,"{""c"":[0],""m"":[[3.04,19,1,20]],""t"":[[0,0,0,0]],""g"":[[1.24,31,8,35]],""d"":20487}","o68064046",568,4,"0.00",0
3531,5990,"{""c"":[0],""m"":[[2.72,17,7,20]],""t"":[[0,0,0,0]],""g"":[[0,0,0,0]],""d"":20487}","063063103",568,4,"0.00",0
3532,5991,"{""c"":[0.43,0.15,0,0.71],""m"":[[0,20,0,20],[0,0,0,0],[0,0,0,0],[11.2,56,4,60,0.21]],""t"":[[0,4.5,12,6],[0,0.5,38,5],[0,0,0,0],[0,0,21,2]],""g"":[[0,0,0,0],[0,0,0,0],[0,0,0,0],[0.08,2,2,3]],""d"":20497}","g43076983",774,4,"0.00",0
3534,5992,"{""c"":[1,0.57,0.72,0.57,0.43],""m"":[[0.9,18,3,20],[19.55,86,32,105],[11.6,36,5,41],[21.92,302,4,306],[0,0,0,0,0]],""t"":[[1.5,3.25,105,13],[3.72,10,108,22],[7.05,15,92,31],[9.72,17.75,79,29],[0,0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0],[3.72,93,173,159],[0.32,8,5,10],[0,0,0,0,0]],""d"":20496}","x48160416",622,4,"0.00",1
3535,5993,"{""c"":[1,1],""m"":[[11.44,263,7,270],[7.76,97,3,100]],""t"":[[0,0,0,0],[0,0,0,0]],""g"":[[0,0,0,0],[0,0,0,0]],""d"":20472}","w63060003",NULL,3,"0.00",0
